unique_id,timepoint,scale,score
84,1,IRI_FS,15
84,1,IRI_EC,18
84,1,IRI_PT,18
84,1,IRI_PD,19
84,1,IRI_total,70
84,1,EQ_total,46
84,1,EQ_cog,14
84,1,EQ_aff,16
84,1,EQ_soc,12
84,1,PET_total,3.7142857142857144
84,1,EYES_total,35
85,1,SITES,3
85,1,IRI_FS,16
85,1,IRI_EC,16
85,1,IRI_PT,16
85,1,IRI_PD,18
85,1,IRI_total,66
85,1,EQ_total,24
85,1,EQ_cog,7
85,1,EQ_aff,8
85,1,EQ_soc,7
85,1,PET_total,5
85,1,EYES_total,23
86,1,SITES,5
86,1,IRI_FS,19
86,1,IRI_EC,21
86,1,IRI_PT,21
86,1,IRI_PD,10
86,1,IRI_total,71
86,1,EQ_total,40
86,1,EQ_cog,15
86,1,EQ_aff,11
86,1,EQ_soc,7
86,1,PET_total,4.571428571428571
86,1,EYES_total,31
87,1,SITES,5
87,1,IRI_FS,18
87,1,IRI_EC,26
87,1,IRI_PT,21
87,1,IRI_PD,2
87,1,IRI_total,67
87,1,EQ_total,45
87,1,EQ_cog,17
87,1,EQ_aff,19
87,1,EQ_soc,5
87,1,PET_total,4
87,1,EYES_total,35
88,1,SITES,5
88,1,IRI_FS,20
88,1,IRI_EC,27
88,1,IRI_PT,16
88,1,IRI_PD,20
88,1,IRI_total,83
88,1,EQ_total,55
88,1,EQ_cog,17
88,1,EQ_aff,20
88,1,EQ_soc,11
88,1,PET_total,3.4285714285714284
88,1,EYES_total,24
89,1,SITES,5
89,1,IRI_FS,20
89,1,IRI_EC,21
89,1,IRI_PT,20
89,1,IRI_PD,16
89,1,IRI_total,77
89,1,EQ_total,54
89,1,EQ_cog,24
89,1,EQ_aff,16
89,1,EQ_soc,7
89,1,PET_total,4
89,1,EYES_total,21
90,1,SITES,5
90,1,IRI_FS,20
90,1,IRI_EC,22
90,1,IRI_PT,16
90,1,IRI_PD,12
90,1,IRI_total,70
90,1,EQ_total,31
90,1,EQ_cog,17
90,1,EQ_aff,11
90,1,EQ_soc,6
90,1,PET_total,4.142857142857143
90,1,EYES_total,24
91,1,SITES,5
91,1,IRI_FS,25
91,1,IRI_EC,26
91,1,IRI_PT,25
91,1,IRI_PD,11
91,1,IRI_total,87
91,1,EQ_total,56
91,1,EQ_cog,22
91,1,EQ_aff,22
91,1,EQ_soc,14
91,1,PET_total,4.857142857142857
91,1,EYES_total,27
93,1,SITES,5
93,1,IRI_FS,18
93,1,IRI_EC,22
93,1,IRI_PT,21
93,1,IRI_PD,9
93,1,IRI_total,70
93,1,EQ_total,53
93,1,EQ_cog,20
93,1,EQ_aff,19
93,1,EQ_soc,10
93,1,PET_total,2.5714285714285716
93,1,EYES_total,30
94,1,SITES,5
94,1,IRI_FS,25
94,1,IRI_EC,22
94,1,IRI_PT,21
94,1,IRI_PD,4
94,1,IRI_total,72
94,1,EQ_total,48
94,1,EQ_cog,14
94,1,EQ_aff,17
94,1,EQ_soc,10
94,1,PET_total,4
94,1,EYES_total,27
95,1,SITES,4
95,1,IRI_FS,18
95,1,IRI_EC,15
95,1,IRI_PT,21
95,1,IRI_PD,10
95,1,IRI_total,64
95,1,EQ_total,51
95,1,EQ_cog,22
95,1,EQ_aff,15
95,1,EQ_soc,9
95,1,PET_total,3.142857142857143
95,1,EYES_total,29
96,1,SITES,4
96,1,IRI_FS,19
96,1,IRI_EC,17
96,1,IRI_PT,15
96,1,IRI_PD,15
96,1,IRI_total,66
96,1,EQ_total,33
96,1,EQ_cog,9
96,1,EQ_aff,12
96,1,EQ_soc,10
96,1,PET_total,4.285714285714286
96,1,EYES_total,29
97,1,SITES,5
97,1,IRI_FS,19
97,1,IRI_EC,17
97,1,IRI_PT,20
97,1,IRI_PD,13
97,1,IRI_total,69
97,1,EQ_total,39
97,1,EQ_cog,23
97,1,EQ_aff,12
97,1,EQ_soc,8
97,1,PET_total,4
97,1,EYES_total,25
98,1,SITES,4
98,1,IRI_FS,21
98,1,IRI_EC,23
98,1,IRI_PT,15
98,1,IRI_PD,10
98,1,IRI_total,69
98,1,EQ_total,48
98,1,EQ_cog,15
98,1,EQ_aff,16
98,1,EQ_soc,7
98,1,PET_total,4.571428571428571
98,1,EYES_total,24
99,1,SITES,5
99,1,IRI_FS,28
99,1,IRI_EC,25
99,1,IRI_PT,23
99,1,IRI_PD,23
99,1,IRI_total,99
99,1,EQ_total,36
99,1,EQ_cog,11
99,1,EQ_aff,19
99,1,EQ_soc,6
99,1,PET_total,4.571428571428571
99,1,EYES_total,26
100,1,SITES,4
100,1,IRI_FS,14
100,1,IRI_EC,22
100,1,IRI_PT,17
100,1,IRI_PD,15
100,1,IRI_total,68
100,1,EQ_total,48
100,1,EQ_cog,17
100,1,EQ_aff,14
100,1,EQ_soc,11
100,1,PET_total,4.142857142857143
100,1,EYES_total,28
101,1,SITES,4
101,1,IRI_FS,15
101,1,IRI_EC,22
101,1,IRI_PT,14
101,1,IRI_PD,18
101,1,IRI_total,69
101,1,EQ_total,35
101,1,EQ_cog,18
101,1,EQ_aff,13
101,1,EQ_soc,2
101,1,PET_total,3.857142857142857
101,1,EYES_total,19
102,1,SITES,3
102,1,IRI_FS,17
102,1,IRI_EC,20
102,1,IRI_PT,16
102,1,IRI_PD,12
102,1,IRI_total,65
102,1,EQ_total,32
102,1,EQ_cog,13
102,1,EQ_aff,10
102,1,EQ_soc,1
102,1,PET_total,4.428571428571429
102,1,EYES_total,26
103,1,SITES,5
103,1,IRI_FS,26
103,1,IRI_EC,26
103,1,IRI_PT,21
103,1,IRI_PD,24
103,1,IRI_total,97
103,1,EQ_total,30
103,1,EQ_cog,10
103,1,EQ_aff,7
103,1,EQ_soc,7
103,1,PET_total,4.571428571428571
103,1,EYES_total,26
104,1,SITES,2
104,1,IRI_FS,5
104,1,IRI_EC,4
104,1,IRI_PT,16
104,1,IRI_PD,4
104,1,IRI_total,29
104,1,EQ_total,26
104,1,EQ_cog,12
104,1,EQ_aff,7
104,1,EQ_soc,7
104,1,PET_total,2.5714285714285716
104,1,EYES_total,20
105,1,SITES,3
105,1,IRI_FS,20
105,1,IRI_EC,14
105,1,IRI_PT,19
105,1,IRI_PD,13
105,1,IRI_total,66
105,1,EQ_total,20
105,1,EQ_cog,4
105,1,EQ_aff,11
105,1,EQ_soc,7
105,1,PET_total,3.857142857142857
105,1,EYES_total,28
106,1,SITES,5
106,1,IRI_FS,9
106,1,IRI_EC,27
106,1,IRI_PT,27
106,1,IRI_PD,3
106,1,IRI_total,66
106,1,EQ_total,69
106,1,EQ_cog,28
106,1,EQ_aff,22
106,1,EQ_soc,9
106,1,PET_total,4.857142857142857
106,1,EYES_total,25
107,1,SITES,5
107,1,IRI_FS,12
107,1,IRI_EC,22
107,1,IRI_PT,20
107,1,IRI_PD,6
107,1,IRI_total,60
107,1,EQ_total,39
107,1,EQ_cog,19
107,1,EQ_aff,14
107,1,EQ_soc,7
107,1,PET_total,3.857142857142857
107,1,EYES_total,28
108,1,SITES,4
108,1,IRI_FS,18
108,1,IRI_EC,18
108,1,IRI_PT,19
108,1,IRI_PD,14
108,1,IRI_total,69
108,1,EQ_total,53
108,1,EQ_cog,21
108,1,EQ_aff,15
108,1,EQ_soc,10
108,1,PET_total,4.857142857142857
108,1,EYES_total,28
109,1,SITES,4
109,1,IRI_FS,18
109,1,IRI_EC,20
109,1,IRI_PT,19
109,1,IRI_PD,16
109,1,IRI_total,73
109,1,EQ_total,40
109,1,EQ_cog,16
109,1,EQ_aff,12
109,1,EQ_soc,5
109,1,PET_total,3.857142857142857
109,1,EYES_total,28
110,1,SITES,5
110,1,IRI_FS,2
110,1,IRI_EC,22
110,1,IRI_PT,22
110,1,IRI_PD,15
110,1,IRI_total,61
110,1,EQ_total,29
110,1,EQ_cog,11
110,1,EQ_aff,10
110,1,EQ_soc,8
110,1,PET_total,4.571428571428571
110,1,EYES_total,26
111,1,SITES,4
111,1,IRI_FS,9
111,1,IRI_EC,21
111,1,IRI_PT,21
111,1,IRI_PD,11
111,1,IRI_total,62
111,1,EQ_total,49
111,1,EQ_cog,13
111,1,EQ_aff,18
111,1,EQ_soc,10
111,1,PET_total,3.4285714285714284
111,1,EYES_total,29
112,1,SITES,5
112,1,IRI_FS,8
112,1,IRI_EC,26
112,1,IRI_PT,23
112,1,IRI_PD,10
112,1,IRI_total,67
112,1,EQ_total,51
112,1,EQ_cog,21
112,1,EQ_aff,18
112,1,EQ_soc,6
112,1,PET_total,5
112,1,EYES_total,14
113,1,SITES,5
113,1,IRI_FS,19
113,1,IRI_EC,26
113,1,IRI_PT,19
113,1,IRI_PD,18
113,1,IRI_total,82
113,1,EQ_total,50
113,1,EQ_cog,18
113,1,EQ_aff,18
113,1,EQ_soc,6
113,1,PET_total,4.571428571428571
113,1,EYES_total,20
114,1,SITES,4
114,1,IRI_FS,26
114,1,IRI_EC,18
114,1,IRI_PT,21
114,1,IRI_PD,6
114,1,IRI_total,71
114,1,EQ_total,53
114,1,EQ_cog,18
114,1,EQ_aff,16
114,1,EQ_soc,11
114,1,PET_total,4.142857142857143
114,1,EYES_total,24
115,1,SITES,5
115,1,IRI_FS,19
115,1,IRI_EC,24
115,1,IRI_PT,24
115,1,IRI_PD,22
115,1,IRI_total,89
115,1,EQ_total,51
115,1,EQ_cog,17
115,1,EQ_aff,17
115,1,EQ_soc,11
115,1,PET_total,4.571428571428571
115,1,EYES_total,26
116,1,SITES,5
116,1,IRI_FS,14
116,1,IRI_EC,25
116,1,IRI_PT,19
116,1,IRI_PD,16
116,1,IRI_total,74
116,1,EQ_total,32
116,1,EQ_cog,12
116,1,EQ_aff,13
116,1,EQ_soc,5
116,1,PET_total,4.142857142857143
116,1,EYES_total,26
117,1,SITES,5
117,1,IRI_FS,16
117,1,IRI_EC,20
117,1,IRI_PT,22
117,1,IRI_PD,13
117,1,IRI_total,71
117,1,EQ_total,37
117,1,EQ_cog,10
117,1,EQ_aff,14
117,1,EQ_soc,10
117,1,PET_total,3.142857142857143
117,1,EYES_total,28
118,1,SITES,5
118,1,IRI_FS,28
118,1,IRI_EC,23
118,1,IRI_PT,26
118,1,IRI_PD,18
118,1,IRI_total,95
118,1,EQ_total,49
118,1,EQ_cog,11
118,1,EQ_aff,21
118,1,EQ_soc,8
118,1,PET_total,3.857142857142857
118,1,EYES_total,29
119,1,SITES,4
119,1,IRI_FS,25
119,1,IRI_EC,25
119,1,IRI_PT,24
119,1,IRI_PD,13
119,1,IRI_total,87
119,1,EQ_total,53
119,1,EQ_cog,18
119,1,EQ_aff,21
119,1,EQ_soc,10
119,1,PET_total,4.714285714285714
119,1,EYES_total,28
120,1,SITES,4
120,1,IRI_FS,22
120,1,IRI_EC,20
120,1,IRI_PT,22
120,1,IRI_PD,5
120,1,IRI_total,69
120,1,EQ_total,43
120,1,EQ_cog,17
120,1,EQ_aff,16
120,1,EQ_soc,7
120,1,PET_total,4.857142857142857
120,1,EYES_total,33
121,1,SITES,3
121,1,IRI_FS,15
121,1,IRI_EC,17
121,1,IRI_PT,21
121,1,IRI_PD,7
121,1,IRI_total,60
121,1,EQ_total,32
121,1,EQ_cog,12
121,1,EQ_aff,10
121,1,EQ_soc,6
121,1,PET_total,3.7142857142857144
121,1,EYES_total,30
122,1,SITES,4
122,1,IRI_FS,25
122,1,IRI_EC,27
122,1,IRI_PT,21
122,1,IRI_PD,22
122,1,IRI_total,95
122,1,EQ_total,44
122,1,EQ_cog,16
122,1,EQ_aff,18
122,1,EQ_soc,10
122,1,PET_total,4.285714285714286
122,1,EYES_total,26
123,1,SITES,5
123,1,IRI_FS,18
123,1,IRI_EC,27
123,1,IRI_PT,23
123,1,IRI_PD,14
123,1,IRI_total,82
123,1,EQ_total,48
123,1,EQ_cog,25
123,1,EQ_aff,15
123,1,EQ_soc,10
123,1,PET_total,4.428571428571429
123,1,EYES_total,32
124,1,SITES,4
124,1,IRI_FS,20
124,1,IRI_EC,24
124,1,IRI_PT,16
124,1,IRI_PD,13
124,1,IRI_total,73
124,1,EQ_total,36
124,1,EQ_cog,13
124,1,EQ_aff,13
124,1,EQ_soc,7
124,1,PET_total,3.2857142857142856
124,1,EYES_total,25
125,1,SITES,3
125,1,IRI_FS,4
125,1,IRI_EC,10
125,1,IRI_PT,16
125,1,IRI_PD,9
125,1,IRI_total,39
125,1,EQ_total,21
125,1,EQ_cog,6
125,1,EQ_aff,10
125,1,EQ_soc,3
125,1,PET_total,2.142857142857143
125,1,EYES_total,23
126,1,SITES,4
126,1,IRI_FS,24
126,1,IRI_EC,27
126,1,IRI_PT,21
126,1,IRI_PD,17
126,1,IRI_total,89
126,1,EQ_total,41
126,1,EQ_cog,15
126,1,EQ_aff,18
126,1,EQ_soc,8
126,1,PET_total,4.571428571428571
126,1,EYES_total,26
127,1,SITES,4
127,1,IRI_FS,16
127,1,IRI_EC,15
127,1,IRI_PT,13
127,1,IRI_PD,20
127,1,IRI_total,64
127,1,EQ_total,29
127,1,EQ_cog,13
127,1,EQ_aff,9
127,1,EQ_soc,9
127,1,PET_total,3.7142857142857144
127,1,EYES_total,27
128,1,SITES,3
128,1,IRI_FS,14
128,1,IRI_EC,12
128,1,IRI_PT,13
128,1,IRI_PD,12
128,1,IRI_total,51
128,1,EQ_total,18
128,1,EQ_cog,7
128,1,EQ_aff,5
128,1,EQ_soc,5
128,1,PET_total,2.7142857142857144
128,1,EYES_total,14
129,1,SITES,5
129,1,IRI_FS,4
129,1,IRI_EC,28
129,1,IRI_PT,24
129,1,IRI_PD,11
129,1,IRI_total,67
129,1,EQ_total,59
129,1,EQ_cog,27
129,1,EQ_aff,14
129,1,EQ_soc,8
129,1,PET_total,2.857142857142857
129,1,EYES_total,20
130,1,SITES,5
130,1,IRI_FS,28
130,1,IRI_EC,28
130,1,IRI_PT,23
130,1,IRI_PD,22
130,1,IRI_total,101
130,1,EQ_total,65
130,1,EQ_cog,25
130,1,EQ_aff,22
130,1,EQ_soc,12
130,1,PET_total,4.857142857142857
130,1,EYES_total,33
131,1,SITES,5
131,1,IRI_FS,12
131,1,IRI_EC,14
131,1,IRI_PT,16
131,1,IRI_PD,20
131,1,IRI_total,62
131,1,EQ_total,21
131,1,EQ_cog,10
131,1,EQ_aff,7
131,1,EQ_soc,3
131,1,PET_total,3.5714285714285716
131,1,EYES_total,9
132,1,SITES,5
132,1,IRI_FS,24
132,1,IRI_EC,28
132,1,IRI_PT,28
132,1,IRI_PD,14
132,1,IRI_total,94
132,1,EQ_total,64
132,1,EQ_cog,22
132,1,EQ_aff,22
132,1,EQ_soc,11
132,1,PET_total,4.857142857142857
132,1,EYES_total,33
133,1,SITES,5
133,1,IRI_FS,22
133,1,IRI_EC,26
133,1,IRI_PT,20
133,1,IRI_PD,18
133,1,IRI_total,86
133,1,EQ_total,30
133,1,EQ_cog,14
133,1,EQ_aff,9
133,1,EQ_soc,2
133,1,PET_total,4.714285714285714
133,1,EYES_total,23
134,1,SITES,4
134,1,IRI_FS,21
134,1,IRI_EC,19
134,1,IRI_PT,19
134,1,IRI_PD,11
134,1,IRI_total,70
134,1,EQ_total,27
134,1,EQ_cog,11
134,1,EQ_aff,11
134,1,EQ_soc,6
134,1,PET_total,3.2857142857142856
134,1,EYES_total,28
135,1,SITES,4
135,1,IRI_FS,13
135,1,IRI_EC,15
135,1,IRI_PT,16
135,1,IRI_PD,15
135,1,IRI_total,59
135,1,EQ_total,46
135,1,EQ_cog,20
135,1,EQ_aff,16
135,1,EQ_soc,9
135,1,PET_total,2.2857142857142856
135,1,EYES_total,31
136,1,SITES,4
136,1,IRI_FS,14
136,1,IRI_EC,17
136,1,IRI_PT,17
136,1,IRI_PD,13
136,1,IRI_total,61
136,1,EQ_total,52
136,1,EQ_cog,25
136,1,EQ_aff,12
136,1,EQ_soc,9
136,1,PET_total,3.7142857142857144
136,1,EYES_total,27
137,1,SITES,4
137,1,IRI_FS,13
137,1,IRI_EC,21
137,1,IRI_PT,21
137,1,IRI_PD,7
137,1,IRI_total,62
137,1,EQ_total,42
137,1,EQ_cog,19
137,1,EQ_aff,10
137,1,EQ_soc,6
137,1,PET_total,2.7142857142857144
137,1,EYES_total,25
138,1,SITES,4
138,1,IRI_FS,16
138,1,IRI_EC,19
138,1,IRI_PT,18
138,1,IRI_PD,15
138,1,IRI_total,68
138,1,EQ_total,32
138,1,EQ_cog,16
138,1,EQ_aff,11
138,1,EQ_soc,5
138,1,PET_total,2.857142857142857
138,1,EYES_total,27
139,1,SITES,4
139,1,IRI_FS,20
139,1,IRI_EC,24
139,1,IRI_PT,17
139,1,IRI_PD,17
139,1,IRI_total,78
139,1,EQ_total,42
139,1,EQ_cog,16
139,1,EQ_aff,15
139,1,EQ_soc,6
139,1,PET_total,4.714285714285714
139,1,EYES_total,28
57,2,SITES,4
57,2,IRI_FS,10
57,2,IRI_EC,11
57,2,IRI_PT,22
57,2,IRI_PD,18
57,2,IRI_total,61
57,2,EQ_total,48
57,2,EQ_cog,20
57,2,EQ_aff,12
57,2,EQ_soc,6
57,2,PET_total,3.2857142857142856
57,2,EYES_total,29
46,2,SITES,4
46,2,IRI_FS,18
46,2,IRI_EC,18
46,2,IRI_PT,16
46,2,IRI_PD,27
46,2,IRI_total,79
46,2,EQ_total,31
46,2,EQ_cog,7
46,2,EQ_aff,13
46,2,EQ_soc,9
46,2,PET_total,3.2857142857142856
46,2,EYES_total,32
42,2,SITES,5
42,2,IRI_FS,24
42,2,IRI_EC,28
42,2,IRI_PT,28
42,2,IRI_PD,17
42,2,IRI_total,97
42,2,EQ_total,54
42,2,EQ_cog,18
42,2,EQ_aff,20
42,2,EQ_soc,10
42,2,PET_total,4.857142857142857
42,2,EYES_total,30
66,2,SITES,4
66,2,IRI_FS,20
66,2,IRI_EC,22
66,2,IRI_PT,19
66,2,IRI_PD,13
66,2,IRI_total,74
66,2,EQ_total,54
66,2,EQ_cog,23
66,2,EQ_aff,17
66,2,EQ_soc,6
66,2,PET_total,4
66,2,EYES_total,25
120,2,SITES,4
120,2,IRI_FS,22
120,2,IRI_EC,17
120,2,IRI_PT,20
120,2,IRI_PD,9
120,2,IRI_total,68
120,2,EQ_total,41
120,2,EQ_cog,10
120,2,EQ_aff,18
120,2,EQ_soc,8
120,2,PET_total,5
120,2,EYES_total,30
69,2,SITES,5
69,2,IRI_FS,16
69,2,IRI_EC,21
69,2,IRI_PT,23
69,2,IRI_PD,13
69,2,IRI_total,73
69,2,EQ_total,28
69,2,EQ_cog,9
69,2,EQ_aff,7
69,2,EQ_soc,6
69,2,PET_total,4.714285714285714
69,2,EYES_total,17
96,2,SITES,4
96,2,IRI_FS,15
96,2,IRI_EC,17
96,2,IRI_PT,15
96,2,IRI_PD,18
96,2,IRI_total,65
96,2,EQ_total,31
96,2,EQ_cog,7
96,2,EQ_aff,11
96,2,EQ_soc,9
96,2,PET_total,4.142857142857143
96,2,EYES_total,32
6,2,SITES,4
6,2,IRI_FS,14
6,2,IRI_EC,17
6,2,IRI_PT,17
6,2,IRI_PD,3
6,2,IRI_total,51
6,2,EQ_total,29
6,2,EQ_cog,11
6,2,EQ_aff,9
6,2,EQ_soc,7
6,2,PET_total,3.5714285714285716
6,2,EYES_total,27
129,2,SITES,5
129,2,IRI_FS,7
129,2,IRI_EC,28
129,2,IRI_PT,26
129,2,IRI_PD,9
129,2,IRI_total,70
129,2,EQ_total,56
129,2,EQ_cog,24
129,2,EQ_aff,17
129,2,EQ_soc,6
129,2,PET_total,3.2857142857142856
129,2,EYES_total,20
88,2,SITES,5
88,2,IRI_FS,20
88,2,IRI_EC,24
88,2,IRI_PT,17
88,2,IRI_PD,19
88,2,IRI_total,80
88,2,EQ_total,49
88,2,EQ_cog,18
88,2,EQ_aff,17
88,2,EQ_soc,11
88,2,PET_total,4.142857142857143
88,2,EYES_total,23
67,2,SITES,5
67,2,IRI_FS,14
67,2,IRI_EC,28
67,2,IRI_PT,28
67,2,IRI_PD,28
67,2,IRI_total,98
67,2,EQ_total,66
67,2,EQ_cog,28
67,2,EQ_aff,22
67,2,EQ_soc,8
67,2,PET_total,4.571428571428571
67,2,EYES_total,28
56,2,SITES,4
56,2,IRI_FS,22
56,2,IRI_EC,26
56,2,IRI_PT,19
56,2,IRI_PD,16
56,2,IRI_total,83
56,2,EQ_total,49
56,2,EQ_cog,18
56,2,EQ_aff,17
56,2,EQ_soc,8
56,2,PET_total,5
56,2,EYES_total,27
123,2,SITES,5
123,2,IRI_FS,15
123,2,IRI_EC,27
123,2,IRI_PT,22
123,2,IRI_PD,13
123,2,IRI_total,77
123,2,EQ_total,46
123,2,EQ_cog,25
123,2,EQ_aff,16
123,2,EQ_soc,9
123,2,PET_total,4.142857142857143
123,2,EYES_total,28
31,2,SITES,5
31,2,IRI_FS,28
31,2,IRI_EC,27
31,2,IRI_PT,26
31,2,IRI_PD,9
31,2,IRI_total,90
31,2,EQ_total,59
31,2,EQ_cog,21
31,2,EQ_aff,22
31,2,EQ_soc,11
31,2,PET_total,4.714285714285714
31,2,EYES_total,33
121,2,SITES,3
121,2,IRI_FS,12
121,2,IRI_EC,14
121,2,IRI_PT,21
121,2,IRI_PD,10
121,2,IRI_total,57
121,2,EQ_total,31
121,2,EQ_cog,14
121,2,EQ_aff,10
121,2,EQ_soc,7
121,2,PET_total,3.7142857142857144
121,2,EYES_total,30
55,2,SITES,4
55,2,IRI_FS,20
55,2,IRI_EC,16
55,2,IRI_PT,19
55,2,IRI_PD,24
55,2,IRI_total,79
55,2,EQ_total,53
55,2,EQ_cog,17
55,2,EQ_aff,18
55,2,EQ_soc,10
55,2,PET_total,4.428571428571429
55,2,EYES_total,32
118,2,SITES,4
118,2,IRI_FS,28
118,2,IRI_EC,28
118,2,IRI_PT,28
118,2,IRI_PD,15
118,2,IRI_total,99
118,2,EQ_total,45
118,2,EQ_cog,10
118,2,EQ_aff,22
118,2,EQ_soc,7
118,2,PET_total,3.857142857142857
118,2,EYES_total,28
91,2,SITES,4
91,2,IRI_FS,26
91,2,IRI_EC,26
91,2,IRI_PT,22
91,2,IRI_PD,7
91,2,IRI_total,81
91,2,EQ_total,66
91,2,EQ_cog,24
91,2,EQ_aff,21
91,2,EQ_soc,15
91,2,PET_total,4.857142857142857
91,2,EYES_total,32
92,2,SITES,4
92,2,IRI_FS,15
92,2,IRI_EC,19
92,2,IRI_PT,20
92,2,IRI_PD,16
92,2,IRI_total,70
92,2,EQ_total,38
92,2,EQ_cog,9
92,2,EQ_aff,14
92,2,EQ_soc,11
92,2,PET_total,4.714285714285714
92,2,EYES_total,34
7,2,SITES,4
7,2,IRI_FS,19
7,2,IRI_EC,21
7,2,IRI_PT,18
7,2,IRI_PD,14
7,2,IRI_total,72
7,2,EQ_total,33
7,2,EQ_cog,8
7,2,EQ_aff,15
7,2,EQ_soc,8
7,2,PET_total,4.857142857142857
7,2,EYES_total,26
73,2,SITES,4
73,2,IRI_FS,14
73,2,IRI_EC,20
73,2,IRI_PT,18
73,2,IRI_PD,14
73,2,IRI_total,66
73,2,EQ_total,47
73,2,EQ_cog,17
73,2,EQ_aff,17
73,2,EQ_soc,10
73,2,PET_total,4.571428571428571
73,2,EYES_total,24
78,2,SITES,3
78,2,IRI_FS,22
78,2,IRI_EC,18
78,2,IRI_PT,27
