unique_id,domain,iat_type,IAT_score,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,complete_iat_data,complete_individual_differences_data,exclude_iat
180366,African Americans - European Americans,Evaluation,0.861,3,5,1,6,6,2,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,6,6,1,3,6,1,TRUE,TRUE,FALSE
179098,African Americans - European Americans,Evaluation,0.506,4,4,2,5,2,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,3,6,5,5,1,5,2,TRUE,TRUE,FALSE
175558,African Americans - European Americans,Evaluation,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,3,4,6,5,6,2,3,5,4,5,5,5,1,4,4,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
173471,African Americans - European Americans,Evaluation,-0.334,2,4,4,5,4,3,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,5,6,2,5,2,TRUE,TRUE,FALSE
173044,African Americans - European Americans,Evaluation,0.298,1,6,5,5,6,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,1,6,1,TRUE,TRUE,FALSE
170731,African Americans - European Americans,Evaluation,0.322,5,6,2,5,5,4,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,2,6,2,TRUE,TRUE,FALSE
164811,African Americans - European Americans,Evaluation,0.658,5,4,3,4,5,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,5,3,4,1,TRUE,TRUE,FALSE
164203,African Americans - European Americans,Evaluation,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,6,6,5,6,3,2,5,5,4,4,5,4,6,4,6,4,3,6,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
163143,African Americans - European Americans,Evaluation,0.819,4,4,1,5,2,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,1,3,5,3,6,TRUE,TRUE,FALSE
162402,African Americans - European Americans,Evaluation,-0.4,6,5,5,6,1,6,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,4,5,4,4,2,2,NA,TRUE,FALSE,FALSE
214776,African Americans - European Americans,Evaluation,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,4,5,6,3,3,4,4,3,5,4,4,3,5,2,5,4,2,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
233700,African Americans - European Americans,Evaluation,0.777,4,5,4,4,4,4,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,6,4,5,2,6,3,TRUE,TRUE,FALSE
246726,African Americans - European Americans,Evaluation,0.362,2,5,1,6,6,1,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,4,5,5,4,6,4,TRUE,TRUE,FALSE
298159,African Americans - European Americans,Evaluation,-0.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,3,4,4,5,4,4,5,4,6,4,5,1,6,2,4,1,1,6,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
343463,African Americans - European Americans,Evaluation,-0.423,4,5,2,4,5,4,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,3,5,4,5,2,TRUE,TRUE,FALSE
343750,African Americans - European Americans,Evaluation,0.294,4,4,2,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,4,4,6,4,5,2,TRUE,TRUE,FALSE
348917,African Americans - European Americans,Evaluation,0.833,4,6,1,6,6,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,4,6,1,5,1,TRUE,TRUE,FALSE
350255,African Americans - European Americans,Evaluation,0.911,4,5,2,6,1,3,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,2,1,5,4,TRUE,TRUE,FALSE
353512,African Americans - European Americans,Evaluation,0.496,2,6,1,4,3,2,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,1,6,1,TRUE,TRUE,FALSE
360521,African Americans - European Americans,Evaluation,0.695,3,6,4,6,6,4,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,4,6,2,6,4,TRUE,TRUE,FALSE
450960,African Americans - European Americans,Evaluation,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,3,5,6,6,4,4,4,5,5,4,5,4,5,2,4,4,2,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
453001,African Americans - European Americans,Evaluation,0.174,1,6,2,6,6,1,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,5,6,5,1,6,5,TRUE,TRUE,FALSE
455618,African Americans - European Americans,Evaluation,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,1,2,4,2,6,3,6,4,6,6,1,6,1,3,3,6,6,6,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
462128,African Americans - European Americans,Evaluation,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,4,3,5,5,5,5,2,1,4,3,5,4,5,2,4,4,5,5,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
526620,African Americans - European Americans,Evaluation,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,1,6,5,6,2,3,4,5,5,5,5,5,5,1,5,1,1,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
548565,African Americans - European Americans,Evaluation,0.352,5,6,2,5,5,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,2,5,4,4,2,TRUE,TRUE,FALSE
558041,African Americans - European Americans,Evaluation,-1.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,5,1,5,5,6,3,6,5,6,5,5,4,5,4,1,4,4,4,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
579249,African Americans - European Americans,Evaluation,0.457,4,4,4,5,5,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,5,5,4,2,TRUE,TRUE,FALSE
617893,African Americans - European Americans,Evaluation,0.615,3,4,2,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,4,5,3,4,4,5,TRUE,TRUE,FALSE
634062,African Americans - European Americans,Evaluation,0.848,4,NA,1,5,4,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,6,5,5,4,5,6,2,TRUE,FALSE,FALSE
652538,African Americans - European Americans,Evaluation,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,4,6,5,5,5,5,4,5,6,5,5,5,5,4,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
668486,African Americans - European Americans,Evaluation,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,4,4,2,3,5,5,5,4,6,4,4,4,4,5,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
664326,African Americans - European Americans,Evaluation,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,5,5,6,5,6,2,3,4,4,4,4,5,4,3,2,6,3,3,5,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
194648,African Americans - European Americans,Evaluation,0.383,4,5,1,6,5,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,4,4,5,5,2,TRUE,TRUE,FALSE
173703,African Americans - European Americans,Evaluation,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,4,5,5,5,3,5,3,6,6,1,6,3,6,2,5,3,2,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
167754,African Americans - European Americans,Evaluation,0.099,2,4,1,5,6,2,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,4,6,1,6,2,TRUE,TRUE,FALSE
501196,African Americans - European Americans,Evaluation,0.615,4,4,3,3,5,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,4,4,3,5,3,TRUE,TRUE,FALSE
217118,African Americans - European Americans,Evaluation,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,6,5,2,5,6,5,2,5,5,3,5,4,5,2,6,3,1,6,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
217597,African Americans - European Americans,Evaluation,0.363,4,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,4,4,4,3,TRUE,TRUE,FALSE
309503,African Americans - European Americans,Evaluation,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,3,5,5,4,2,3,4,3,4,5,3,5,3,4,5,2,4,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
311846,African Americans - European Americans,Evaluation,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,2,6,1,5,5,1,6,3,5,6,5,6,4,5,5,5,4,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
340489,African Americans - European Americans,Evaluation,0.426,3,4,2,5,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,3,5,2,5,2,TRUE,TRUE,FALSE
353222,African Americans - European Americans,Evaluation,0.496,6,5,4,2,6,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,2,3,5,4,3,5,TRUE,TRUE,FALSE
393892,African Americans - European Americans,Evaluation,-0.791,3,4,2,4,6,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,5,5,4,3,5,2,TRUE,TRUE,FALSE
395088,African Americans - European Americans,Evaluation,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,5,5,6,5,5,5,5,4,4,2,6,2,2,1,5,4,4,2,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
440645,African Americans - European Americans,Evaluation,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,1,2,5,5,5,3,5,2,4,5,2,6,2,5,2,4,4,4,6,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
448235,African Americans - European Americans,Evaluation,-0.258,6,6,1,1,2,6,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,1,6,1,TRUE,TRUE,FALSE
460603,African Americans - European Americans,Evaluation,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,2,2,6,6,4,2,2,6,5,5,6,5,6,2,2,5,4,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
497745,African Americans - European Americans,Evaluation,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,3,3,3,4,4,4,5,4,4,4,4,5,1,4,3,3,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
505557,African Americans - European Americans,Evaluation,0.196,6,6,4,1,1,1,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,6,4,6,6,3,6,6,TRUE,TRUE,FALSE
523839,African Americans - European Americans,Evaluation,-0.112,3,6,1,6,5,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,4,6,4,3,1,4,3,TRUE,TRUE,FALSE
549211,African Americans - European Americans,Evaluation,1.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,5,5,2,2,5,2,5,6,2,5,6,5,6,2,5,4,5,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
596741,African Americans - European Americans,Evaluation,-0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,4,3,3,4,3,6,3,6,5,5,4,5,6,5,4,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
628838,African Americans - European Americans,Evaluation,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,4,4,4,5,3,4,3,4,5,3,5,2,4,3,5,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
648950,African Americans - European Americans,Evaluation,0.568,4,6,2,5,1,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,3,4,5,3,5,3,TRUE,TRUE,FALSE
199840,African Americans - European Americans,Evaluation,0.421,5,5,4,2,2,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,4,3,5,1,TRUE,TRUE,FALSE
199166,African Americans - European Americans,Evaluation,1.018,4,4,2,6,4,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,2,4,1,TRUE,TRUE,FALSE
195431,African Americans - European Americans,Evaluation,0.286,5,3,2,2,3,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,3,3,4,3,6,5,TRUE,TRUE,FALSE
183947,African Americans - European Americans,Evaluation,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,6,6,2,6,NA,6,4,1,3,5,5,3,1,4,6,4,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
179074,African Americans - European Americans,Evaluation,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,3,4,6,6,5,6,3,1,5,5,3,3,5,1,1,6,5,2,5,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
164311,African Americans - European Americans,Evaluation,-0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,1,6,6,6,1,6,2,5,5,2,6,4,6,1,5,5,2,6,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE
